Name,Organisation,Country,Pays,URL,Description,Location,Latitude,Longitude
Afganistan Open Data Project,Afghanistan,Afghanistan,Afghanistan,http://afghanistandataproject.org,,"34.5333,69.1333",34.5333,69.1333
Ministry Of Mines - Afghanistan Geological Survey,Afghanistan,Afghanistan,Afghanistan,http://bgs.ac.uk/afghanminerals/,,"34.5333,69.1333",34.5333,69.1333
Central Statistics Organization,Afghanistan,Afghanistan,Afghanistan,http://cso.gov.af,,"34.5333,69.1333",34.5333,69.1333
Geological Society Of Albania,Albania,Albania,Albanie,http://gsa-al.org,,"41.0000,20.0000",41,20
Albanian Geological Survey,Albania,Albania,Albanie,http://gsa.gov.al/,,"41.0000,20.0000",41,20
Institutii Statistikave,Albania,Albania,Albanie,http://instat.gov.al,,"41.0000,20.0000",41,20
Open Data Albania,Albania,Albania,Albanie,http://open.data.al,,"41.0000,20.0000",41,20
Open Data Albania,Shqiperiacom Shpk / Osi / Osfa,Albania,Albanie,http://open.data.al/,Albania Open Data Catalog,"41.3275,19.81861",41.3275,19.81861
African Development Bank Group Open Data,Algeria,Algeria,Algerie,http://algeria.opendataforafrica.org/,,"28.0000,2.0000",28,2
Service Geologique National Algeria,Algeria,Algeria,Algerie,http://mem-algeria.org,,"28.0000,2.0000",28,2
Office National De La Météorologie,Algeria,Algeria,Algerie,http://meteo.dz/,,"28.0000,2.0000",28,2
Office National Des Statistiques,Algeria,Algeria,Algerie,http://ons.dz,,"28.0000,2.0000",28,2
Department D'estadistica,Andorra,Andorra,Andorre,http://estadistica.ad,,"42.5000,1.5000",42.5,1.5
Institut D'estudis Andorrans,Andorra,Andorra,Andorre,http://iea.ad,,"42.5000,1.5000",42.5,1.5
African Development Bank Group Open Data,Angola,Angola,Angola,http://angolia.opendataforafrica.org/,,"-8.8333,13.3333",-8.8333,13.3333
Instituto Nacional De Estatística,Angola,Angola,Angola,http://ine.gov.ao,,"-8.8333,13.3333",-8.8333,13.3333
Anguilla Statistics Department,Anguilla,Anguilla,Anguilla,http://gov.ai/statistics,,"18.2272,-63.0490",18.2272,-63.049
Statistics Division,Antigua And Barbuda,Antigua And Barbuda,Antigua-et-Barbuda,http://ab.gov.ag/article_details.php?id=4792&category=114,,"17.1167,-61.8500",17.1167,-61.85
Meteorological Services,Antigua And Barbuda,Antigua And Barbuda,Antigua-et-Barbuda,http://antiguamet.com/,,"17.1167,-61.8500",17.1167,-61.85
Bahaia Blanca Open Data,Argentina,Argentina,Argentine,http://bahiablanca.opendata.junar.com/home/,,"-38.7167,-62.2667",-38.7167,-62.2667
Buenos Aires Data,Gobierno De La Ciudad Autónoma De Buenos Aires,Argentina,Argentine,http://data.buenosaires.gob.ar/,"Open Data released by the City of Buenos Aires, Argentina.","-34.6131488101,-58.3772277832",-34.61314881,-58.37722778
La Nacion,La Nacion (argentina),Argentina,Argentine,http://data.lanacion.com.ar/,Data publisehed by La Nacion newspaper in Argentina (in Spanish).,"-34.6000,-58.3833",-34.6,-58.3833
Misiones Open Data,Argentina,Argentina,Argentine,http://datos.misiones.gov.ar/,,"-34.6000,-58.3833",-34.6,-58.3833
Argentine Government Open Data,Argentina,Argentina,Argentine,http://datospublicos.gob.ar,,"-34.6000,-58.3833",-34.6,-58.3833
Datos Publicos,Http://garagelab.tumblr.com/,Argentina,Argentine,http://datospublicos.org/,,"-34.6156625,-58.5033601",-34.6156625,-58.5033601
Instituto Geográfico Nacional,Argentina,Argentina,Argentine,http://ign.gob.ar,,"-34.6000,-58.3833",-34.6,-58.3833
Instituto Nacional De Estadística Y Censos,Argentina,Argentina,Argentine,http://indec.mecon.ar,,"-34.6000,-58.3833",-34.6,-58.3833
Servicio Meteorológico Nacional,Argentina,Argentina,Argentine,http://smn.gov.ar/,,"-34.6000,-58.3833",-34.6,-58.3833
National Statistical Service,Armenia,Armenia,Arménie,http://armstat.am,,"40.1833,44.5167",40.1833,44.5167
Institute Of Geological Sciences (igs),Armenia,Armenia,Arménie,http://geology.am,,"40.1833,44.5167",40.1833,44.5167
Armenian State Hydrometeorological And Monitoring Service,Armenia,Armenia,Arménie,http://meteo.am/,,"40.1833,44.5167",40.1833,44.5167
Asturias Public Data,Asturias Regional Government,Asturias,Asturies,http://risp.asturias.es,Asturias Public Data catalogue...,"43.3333333,-6",43.3333333,-6
Australian Bureau Of Statistics,Australia,Australia,Australie,http://abs.gov.au,,"-35.3075,149.1244",-35.3075,149.1244
Australian National Placenames Survey,Australia,Australia,Australie,http://anps.org.au,,"-32.1617,147.0178",-32.1617,147.0178
Bureau Of Meteorology,Australia,Australia,Australie,http://bom.gov.au/,,"-35.3075,149.1244",-35.3075,149.1244
"Brisbane, Qld Open Data",Australia,Australia,Australie,http://data.brisbane.qld.gov.au/,,"-27.4679,153.0278",-27.4679,153.0278
Commonwealth Scientific And Industrial Research Organisation,Australia,Australia,Australie,http://data.csiro.au/,,"-35.3075,149.1244",-35.3075,149.1244
Australian Government Catalogue,Department Of Finance And Deregulation,Australia,Australie,http://data.gov.au,"Data.gov.au provides an easy way to find, access and reuse public datasets from the Australian Government and state and territory governments. The main purpose of the site is to encourage public access to and reuse of government data by providing it in useful formats and under open licences. ","-35.2812123,149.1247712",-35.2812123,149.1247712
"City Of Ballarat, Vic",Australia,Australia,Australie,http://data.gov.au/organization/city-of-ballarat,,"-37.5500,143.8500",-37.55,143.85
"City Of Gold Coast, Qld",Australia,Australia,Australie,http://data.gov.au/organization/city-of-gold-coast,,"-28.0167,153.4000",-28.0167,153.4
"City Of Greater Geelong, Vic",Australia,Australia,Australie,http://data.gov.au/organization/city-of-greater-geelong,,"-38.1500,144.3500",-38.15,144.35
"City Of Hobart, Tas",Australia,Australia,Australie,http://data.gov.au/organization/city-of-hobart,,"-42.8806,147.3250",-42.8806,147.325
"City Of Launceston, Tas",Australia,Australia,Australie,http://data.gov.au/organization/cityoflaunceston,,"-41.4419,147.1450",-41.4419,147.145
"Melbourne, Vic",Australia,Australia,Australie,http://data.gov.au/organization/cityofmelbourne,,"-37.8136,144.9631",-37.8136,144.9631
"Glenorchy, Tas",Australia,Australia,Australie,http://data.gov.au/organization/gcc,,"-42.8331,147.2758",-42.8331,147.2758
Mosman Council Open Data,Australia,Australia,Australie,http://data.mosman.nsw.gov.au,,"-33.8291,151.2441",-33.8291,151.2441
Mosman Council Datastore,Mosman Municipal Council,Australia,Australie,http://data.mosman.nsw.gov.au/,"This DATAstore is both catalogue and repository for public, machine-readable information published by Mosman Council (New South Wales, Australia) for the purposes of building web services with our community.","-32.0142097473,115.766132355",-32.01420975,115.7661324
New South Wales State (Australia) Open Data Catalog,New South Wales State,Australia,Australie,http://data.nsw.gov.au,New South Wales State (Australia) Open Data Catalog,"-32.7411406,142.8280032",-32.7411406,142.8280032
New South Wales Open Data,Australia,Australia,Australie,http://data.nsw.gov.au/,,"-32.1617,147.0178",-32.1617,147.0178
Queensland Government Data,Queensland Government,Australia,Australie,http://data.qld.gov.au,"Open data from the State government of Queensland, Australia","-19.309379,136.7461849",-19.309379,136.7461849
Queensland Open Data,Australia,Australia,Australie,http://data.qld.gov.au/,,"-23.0000,143.0000",-23,143
South Australia Open Data,Australia,Australia,Australie,http://data.sa.gov.au/,,"-34.92889,138.60083",-34.92889,138.60083
Victoria Open Data,Australia,Australia,Australie,http://data.vic.gov.au/,,"-37.81361,144.96306",-37.81361,144.96306
Queensland - Department Of Natural Resources And Mines,Australia,Australia,Australie,http://dnrm.qld.gov.au/,,"-23.0000,143.0000",-23,143
Tasmania - Land Property And Titles,Australia,Australia,Australie,http://dpipwe.tas.gov.au/land-property-titles/,,"-42.0000,147.0000",-42,147
Tasmania Spatial Data,Australia,Australia,Australie,http://dpipwe.tas.gov.au/sif,,"-42.0000,147.0000",-42,147
Geoscience Australia,Australia,Australia,Australie,http://ga.gov.au,,"-35.3075,149.1244",-35.3075,149.1244
Geographic Names Board Of New South Wales,Australia,Australia,Australie,http://gnb.nsw.gov.au,,"-32.1617,147.0178",-32.1617,147.0178
Illawarra - Code The Gong,Australia,Australia,Australie,http://gong.io,,"-34.43306,150.88306",-34.43306,150.88306
Western Australia - Landgate,Australia,Australia,Australie,http://landgate.wa.gov.au,,"-26.0000,121.0000",-26,121
Local Government Data,Australia,Australia,Australie,http://localdata.net.au/,,"-35.3080,149.1245",-35.308,149.1245
"Victoria - Department Of Transport, Planning And Local Infrastructure",Australia,Australia,Australie,http://maps.land.vic.gov.au,,"-37.81361,144.96306",-37.81361,144.96306
Census & Statistics,Norfolk Island,Australia,Australie,http://norfolkisland.gov.nf,,"-29.0333,167.9500",-29.0333,167.95
Place Names Committee For The Northern Territory,Australia,Australia,Australie,http://placenames.nt.gov.au,,"-20.0000,133.0000",-20,133
Australian Capital Territory - Environment And Planning Directorate,Australia,Australia,Australie,http://planning.act.gov.au/tools_resources,,"-35.3081,149.1244",-35.3081,149.1244
Research Data Australia,Australian National Data Service,Australia,Australie,http://researchdata.ands.org.au/,Research Data Australia is a discovery service for Australian research data.,"-35.2802734,149.1042832",-35.2802734,149.1042832
South Australia Housing Property And Land,Australia,Australia,Australie,http://sa.gov.au/topics/housing-property-and-land,,"-34.92889,138.60083",-34.92889,138.60083
Australian Capital Territory Open Data,Australia,Australia,Australie,http://www.data.act.gov.au/,,"-35.3081,149.1244",-35.3081,149.1244
Victorian Government Data Directory,Victorian State Government,Australia,Australie,http://www.data.vic.gov.au,data.vic.gov.au is your online access point to Victorian Government public sector information.,"-36.5774555,143.2264162",-36.5774555,143.2264162
Australian Antarctica Data Centre,Australia,Australia,Australie,http://www1.data.antarctica.gov.au/,,"-35.3075,149.1244",-35.3075,149.1244
Dataact (australian Capital Territory),Act Government Government Information Office,Australia,Australie,https://data.act.gov.au/,"dataACT is an open data service initiative for the ACT community that enables individuals, businesses, data journalists, NGOs and even other people in the public sector to access, explore and build upon existing government data sets in new and innovative ways.","-26.685123,115.0674079",-26.685123,115.0674079
Austrian Ogd Basemap,Austria,Austria,Autriche,http://basemap.at,,"48.2000,16.3500",48.2,16.35
Graz Open Data,Stadt Graz,Austria,Autriche,http://data.graz.gv.at,"Official open data portal for the city of Graz, Austria. The site runs OpenCms with CKAN as a back end; the catalogue is also exposed directly at http://ckan.data.graz.gv.at.","47.0666667,15.45",47.0666667,15.45
Austrian Government Open Data,Austria,Austria,Autriche,http://data.gv.at,,"48.2000,16.3500",48.2,16.35
Data.gv.at - Offene Daten Österreich,Federal Chancellery Of Austria,Austria,Autriche,http://data.gv.at/,data.gv.at offers a central access point to open (government) data in Austria.,"47.3333333,13.3333333",47.3333333,13.3333333
Kärnten Open Data,Austria,Austria,Autriche,http://data.ktn.gv.at/,,"46.7610,13.8190",46.761,13.819
Linz Open Data,City Of Linz,Austria,Autriche,http://data.linz.gv.at/,Official data catalogue of the City of Linz in Austria and the Open Commons region Linz providing several data sets for re-use under cc-by license. The site runs OpenCms with CKAN as a back end; the catalogue is also exposed directly at http://ckan.data.linz.gv.at.,"48.3063888888,14.286111111",48.30638889,14.28611111
Niederösterreich (lower Austria) Open Data,Austria,Austria,Autriche,http://data.noe.gv.at/,,"48.3333,15.7500",48.3333,15.75
Linked Clean Energy Data - Data.reegle.info,Reeep - Renewable Energy And Energy Efficiency Partnership - Www.reeep.org,Austria,Autriche,http://data.reegle.info/,"Clean Energy Datasets - free for re-use

Include clean energy datasets including actors, project outcome documents, country policy reports and more than 3000 clean energy terms from our thesaurus into your website or application by using reegle's Linked Open Data facilities. Datasets are published  using the Open Government Data License for public sector information and are therefore free for re-use.
","48.2208286,16.2399771",48.2208286,16.2399771
Tirol Data Portal,Landesregierung Tirol,Austria,Autriche,http://data.tirol.gv.at,"Launched April 2012, with 13 datasets on environment and tourism.","47.25,11.3333333",47.25,11.3333333
Vorarlberg,Vorarlberg Government,Austria,Autriche,http://data.vorarlberg.gv.at/,Datacatalog for the Austrian federal state Vorarlberg. Launched May 2012.,"47.25,9.9166667",47.25,9.9166667
Open Government Data Wien,City Of Vienna,Austria,Autriche,http://data.wien.gv.at/,"Open government data for Vienna, Austria.","48.2084877602,16.3720750809",48.20848776,16.37207508
Austrian Geological Society,Austria,Austria,Autriche,http://geol-ges.at,,"48.2000,16.3667",48.2,16.3667
Geologische Bundesanstalt,Austria,Austria,Autriche,http://geologie.ac.at,,"48.2000,16.3500",48.2,16.35
Katalog Offene Daten Österreich,"Martin Kaltenboeck, Andreas Langegger",Austria,Autriche,http://offener.datenkatalog.at/,"Community open data site for Austria.

Also at <http://at.ckan.net/>","47.3333333,13.3333333",47.3333333,13.3333333
Vienna Open Data,Austria,Austria,Autriche,http://open.wien.at/site/datenkatalog/,,"48.2000,16.3667",48.2,16.3667
Open Data Portal Austria,Austria,Austria,Autriche,http://opendataportal.at/,,"48.2000,16.3500",48.2,16.35
Statistik Austria,Austria,Austria,Autriche,http://statistik.at,,"48.2000,16.3500",48.2,16.35
Environment Agency Austria Open Data,Austria,Austria,Autriche,http://umweltbundesamt.at/opendata/,,"48.2000,16.3500",48.2,16.35
Vorarlberg Open Data,Austria,Austria,Autriche,http://vorarlberg.gv.at/,,"47.2436,9.8939",47.2436,9.8939
Zentralanstalt Für Meteorologie Und Geodynamik,Austria,Austria,Autriche,http://zamg.ac.at,,"48.2000,16.3500",48.2,16.35
National Hydrometeorological Department,Azerbaijan,Azerbaijan,Azerbaïdjan,http://eco.gov.az/,,"40.3000,47.7000",40.3,47.7
Geological Institute - National Academy Of Science,Azerbaijan,Azerbaijan,Azerbaïdjan,http://gia.az,,"40.3000,47.7000",40.3,47.7
State Statistical Committee,Azerbaijan,Azerbaijan,Azerbaïdjan,http://stat.gov.az,,"40.3000,47.7000",40.3,47.7
Bahrain Open Data,Bahrain,Bahrain,Bahreïn,http://bahrain.bh/wps/portal/data/,,"26.0275,50.5500",26.0275,50.55
Bahrain Meteorological Service,Bahrain,Bahrain,Bahreïn,http://bahrainweather.com/,,"26.0275,50.5500",26.0275,50.55
Central Informatics Organisation,Bahrain,Bahrain,Bahreïn,http://cio.gov.bh,,"26.0275,50.5500",26.0275,50.55
Ministry Of Education,Bahrain,Bahrain,Bahreïn,http://education.gov.bh,,"26.0275,50.5500",26.0275,50.55
Open Data Platform Of The Kingdom Of Bahrain,Kingdom of Bahrain,Bahrain,Bahreïn,http://www.bahrain.bh/wps/portal/data/,The open Data Platform is an important initiative for the Kingdom of Bahrain as it aims to implement a public data hub and a strategy for open data to enable transparency and promote eParticipation.,"26,50.5",26,50.5
Bangladesh Bureau Of Statistics,Bangladesh,Bangladesh,Bangladesh,http://bbs.gov.bd,,"23.7000,90.3500",23.7,90.35
Bangladesh Meteorological Department,Bangladesh,Bangladesh,Bangladesh,http://bmd.gov.bd/,,"23.7000,90.3500",23.7,90.35
Geological Survey Of Bangladesh,Bangladesh,Bangladesh,Bangladesh,http://gsb.gov.bd,,"23.7000,90.3500",23.7,90.35
Ministry Of Education,Bangladesh,Bangladesh,Bangladesh,http://moedu.gov.bd,,"23.7000,90.3500",23.7,90.35
National Mapping Organization,Bangladesh,Bangladesh,Bangladesh,http://sob.gov.bd,,"23.7000,90.3500",23.7,90.35
Meteorological Services,Barbados,Barbados,Barbade,http://barbadosweather.org/,,"13.1667,-59.5500",13.1667,-59.55
Barbados Statistical Service,Barbados,Barbados,Barbade,http://barstats.gov.bb,,"13.1667,-59.5500",13.1667,-59.55
Department Of Geodesy And Cartography,Belarus,Belarus,Biélorussie,http://belgeodesy.by/,,"53.9167,27.5500",53.9167,27.55
National Statistical Committee,Belarus,Belarus,Biélorussie,http://belstat.gov.by,,"53.9167,27.5500",53.9167,27.55
Department Of Hydrometeorology,Belarus,Belarus,Biélorussie,http://pogoda.by/,,"53.9167,27.5500",53.9167,27.55
Belgium Roots - Place Names,Belgium,Belgium,Belgique,http://belgium.rootsweb.ancestry.com/bel/_places,,"51.0500,3.7333",51.05,3.7333
Ghent Open Data,Belgium,Belgium,Belgique,http://data.gent.be,,"51.0500,3.7333",51.05,3.7333
Belgium Government Open Data,Belgium,Belgium,Belgique,http://data.gov.be/,,"50.8500,4.3500",50.85,4.35
Nationaal Geografisch Institut,Belgium,Belgium,Belgique,http://ngi.be,,"50.8500,4.3500",50.85,4.35
Statistics Belgium,Belgium,Belgium,Belgique,http://statbel.fgov.be,,"50.8500,4.3500",50.85,4.35
Brussels Open Data,Belgium,Belgium,Belgique,http://www.brussels.be/artdet.cfm/7191,Ville de Bruxelles,"50.8500,4.3500",50.85,4.35
Belgium Meteorological Office,Belgium,Belgium,Belgique,http://www.meteo.be,,"50.8500,4.3500",50.85,4.35
National Meteorological Service,Belize,Belize,Belize,http://hydromet.gov.bz/,,"17.0667,-88.7000",17.0667,-88.7
Mnrei,Belize,Belize,Belize,http://mnrei.gov.bz,,"17.0667,-88.7000",17.0667,-88.7
Statistics Belize,Belize,Belize,Belize,http://statisticsbelize.org.bz,,"17.0667,-88.7000",17.0667,-88.7
African Development Bank Group Open Data,Benin,Benin,Bénin,http://benin.opendataforafrica.org/,,"6.3176,5.6145",6.3176,5.6145
Institut National De La Statistique Et De L'nalyse Economique,Benin,Benin,Bénin,http://insae-bj.org,,"6.3176,5.6145",6.3176,5.6145
Service Météorologique National,Benin,Benin,Bénin,http://meteo-benin.net/,,"6.3176,5.6145",6.3176,5.6145
Louis Galipeau & Andrew Simons,Bermuda,Bermuda,Bermudes,http://bermuda.io/,,"32.3000,-64.7833",32.3,-64.7833
Department Of Statistics,Bermuda,Bermuda,Bermudes,http://govsubportal.com/ministries/2012-02-10-14-05-02/cabinet-office/statistics/statistics-hq,,"32.3000,-64.7833",32.3,-64.7833
Land Valuation Department,Bermuda,Bermuda,Bermudes,http://landvaluation.bm,,"6.3176,5.6145",6.3176,5.6145
Department Of Geology And Mines,Bhutan,Bhutan,Bhoutan,http://moea.gov.bt/departments/department.php?id=3,,"27.4170,90.4350",27.417,90.435
National Statistics Bureau,Bhutan,Bhutan,Bhoutan,http://nsb.gov.bt,,"27.4170,90.4350",27.417,90.435
Geobolivia,"Bolivia, Plurinational State Of",Bolivia,Bolivie,http://geo.gob.bo,,"-16.5000,-68.1500",-16.5,-68.15
Instituto Nacional De Estad&atilde;&shy;stica De Bolivia,"Bolivia, Plurinational State Of",Bolivia,Bolivie,http://ine.gov.bo,,"-16.7120,-64.6660",-16.712,-64.666
Servicio Geológico Minero,"Bolivia, Plurinational State Of",Bolivia,Bolivie,http://sergeotecmin.gob.bo,,"-16.7120,-64.6660",-16.712,-64.666
Ministry Of Education,"Bolivia, Plurinational State Of",Bolivia,Bolivie,http://www.minedu.gob.bo/,,"-16.7120,-64.6660",-16.712,-64.666
Agencija Za Statistiku,Bosnia And Herzegovina,Bosnia And Herzegovina,Bosnie-Herzégovine,http://bhas.ba,,"44.0000,18.0000",44,18
Meteorological Institute,Bosnia And Herzegovina,Bosnia And Herzegovina,Bosnie-Herzégovine,http://fhmzbih.gov.ba/,,"44.0000,18.0000",44,18
African Development Bank Group Open Data,Botswana,Botswana,Botswana,http://botswana.opendataforafrica.org/,,"-24.6583,25.9083",-24.6583,25.9083
Central Statistics Office,Botswana,Botswana,Botswana,http://cso.gov.bw,,"-24.6583,25.9083",-24.6583,25.9083
Ministry Of Education,Botswana,Botswana,Botswana,http://gov.bw/en/ministries--authorities/ministries/ministry-of-education-moe/,,"-24.6583,25.9083",-24.6583,25.9083
Ministry-of-minerals-energy-and-water-resources-mmwer,Botswana,Botswana,Botswana,http://gov.bw/en/ministries--authorities/ministries/ministry-of-minerals-energy-and-water-resources-mmwer,,"-24.6583,25.9083",-24.6583,25.9083
Botswana Meteorological Services,Botswana,Botswana,Botswana,http://weather.info.bw/,,"-24.6583,25.9083",-24.6583,25.9083
Brazil Open Data,Open Knowledge Foundation,Brazil,Brésil,http://br.ckan.net/,"Community driven open data portal for Brazil.

Runs on the [CKAN software](http://ckan.org/).

Coordinated by Augusto Herrmann.","-10,-55",-10,-55
Dados Abertos Emap,Fundação Getúlio Vargas,Brazil,Brésil,http://ckan.emap.fgv.br,"Open data catalog from Brazilian Fundação Getúlio Vargas using CKAN.

Catálogo de dados abertos da Fundação Getúlio Vargas usando o CKAN.","-22.90277778,-43.2075",-22.90277778,-43.2075
Geological Survey Of Brazil (cprm),Brazil,Brazil,Brésil,http://cprm.gov.br,,"-15.7833,-47.8667",-15.7833,-47.8667
Alagoas,Alagoas,Brazil,Brésil,http://dados.al.gov.br/,,"-9.6566401,-37.2516149",-9.6566401,-37.2516149
Brazil Government Open Data,Brazilian Government,Brazil,Brésil,http://dados.gov.br/,"Official Brazilian government data portal.

Development led by the Open Data Team (Augusto Herrmann, Christian Miranda, Nitai Bezerra) at the Ministry of Planning, Budget and Management. Uses CKAN with custom theme, plus Wordpress for the content areas.","-10,-55",-10,-55
"Novo Hamburgo, Rio Grande Do Sul, Brazil",Prefeitura Municipal De Novo Hamburgo,Brazil,Brésil,http://dados.novohamburgo.rs.gov.br,"Open Data portal of the Municipal Administration of the city of Novo Hamburgo, in the state of Rio Grande do Sul, in Brazil. Has official municipal datasets on budgets, income, spending, births and deaths, and more. Uses CKAN.","-29.67833333,-51.13055556",-29.67833333,-51.13055556
Portal De Dados Abertos Do Senado Federal (brazil),Senado Federal (brazil),Brazil,Brésil,http://dadosabertos.senado.gov.br/,Open Data Portal for the Brazilian Federal Senate. Uses CKAN.,"-10,-55",-10,-55
Datos Rio,Brazil,Brazil,Brésil,http://data.rio.rj.gov.br,,"-22.9083,-43.1964",-22.9083,-43.1964
Porto Alegre Open Data,Brazil,Brazil,Brésil,http://datapoa.com.br/,,"-30.0331,-51.2300",-30.0331,-51.23
Instituto Brasileiro De Geografia E Estatística (ibge),Brazil,Brazil,Brésil,http://ibge.gov.br,,"-15.7833,-47.8667",-15.7833,-47.8667
Instituto Nacional De Estudos E Pesquisas Educacionais,Brazil,Brazil,Brésil,http://inep.gov.br,,"-15.7833,-47.8667",-15.7833,-47.8667
Instituto Nacional De Meteorologia,Brazil,Brazil,Brésil,http://inmet.gov.br/,,"-15.7833,-47.8667",-15.7833,-47.8667
Governo Aberto Do Estado De São Paulo,Governo Do Estado De São Paulo,Brazil,Brésil,http://www.governoaberto.sp.gov.br,"Databases from the state of São Paulo, Brazil. They're in an open format and downloads, some webservices and APIs are available.

Bases de dados do Estado de Sao Paulo, Brasil, em formato aberto, com download, webservice e APIs.","-22,-49",-22,-49
Statistics Unit,Jersey,British Crown dependencies,Dépendances de la Couronne Britannique,http://www.gov.je/government/jerseyworld/statisticsunit,,"49.1900,-2.1100",49.19,-2.11
The Brunei Meteorological Service,Brunei Darussalam,Brunei Darussalam,Brunei,http://bruneiweather.com.bn/,,"4.8903,114.9422",4.8903,114.9422
Department Of Econonic Planning And Development,Brunei Darussalam,Brunei Darussalam,Brunei,http://depd.gov.bn/statistic_data.html,,"4.8903,114.9422",4.8903,114.9422
"Survey Of Brunei,ministry Of Development",Brunei Darussalam,Brunei Darussalam,Brunei,http://survey.gov.bn,,"4.8903,114.9422",4.8903,114.9422
Bugarian Geological Society,Bulgaria,Bulgaria,Bulgarie,http://bgd.bg,,"42.7500,25.5000",42.75,25.5
Geological Institute,Bulgaria,Bulgaria,Bulgarie,http://geology.bas.bg,,"42.7500,25.5000",42.75,25.5
National Institute Of Meteorology And Hydrology,Bulgaria,Bulgaria,Bulgarie,http://meteo.bg,,"42.7500,25.5000",42.75,25.5
National Statistical Institute,Bulgaria,Bulgaria,Bulgarie,http://nsi.bg,,"42.7500,25.5000",42.75,25.5
Le Bureau Des Mines Et De La Géologie Du Burkina,Burkina Faso,Burkina Faso,Burkina Faso,http://bumigeb.bf,,"12.3333,-1.6667",12.3333,-1.6667
African Development Bank Group Open Data,Burkina Faso,Burkina Faso,Burkina Faso,http://burkinafaso.opendataforafrica.org/,,"12.3333,-1.6667",12.3333,-1.6667
Opendata Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,http://data.gov.bf,,"12.3333,-1.6667",12.3333,-1.6667
Institut Geographique Du Burkina,Burkina Faso,Burkina Faso,Burkina Faso,http://igb.bf,,"12.3333,-1.6667",12.3333,-1.6667
Institut National De La Statistique Et De La Demographie,Burkina Faso,Burkina Faso,Burkina Faso,http://insd.bf,,"12.3333,-1.6667",12.3333,-1.6667
Direction De La Météorologie,Burkina Faso,Burkina Faso,Burkina Faso,http://meteo-burkina.net/,,"12.3333,-1.6667",12.3333,-1.6667
African Development Bank Group Open Data,Burundi,Burundi,Burundi,http://burundi.opendataforafrica.org/,,"-3.5000,30.0000",-3.5,30
Institut De Statistiques Et D’études Économiques Du Burundi,Burundi,Burundi,Burundi,http://isteebu.bi,,"-3.5000,30.0000",-3.5,30
African Development Bank Group Open Data,Cabo Verde,Cabo Verde,Cap-Vert,http://capeverde.opendataforafrica.org/,,"15.1111,-23.6167",15.1111,-23.6167
Inststituto Nacional De Estatistica,Cabo Verde,Cabo Verde,Cap-Vert,http://ine.cv,,"15.1111,-23.6167",15.1111,-23.6167
Instituto Nacional De Meteorologia E Geophísica,Cabo Verde,Cabo Verde,Cap-Vert,http://meteo.cv/,,"15.1111,-23.6167",15.1111,-23.6167
Ministério Da Educação E Desporto,Cabo Verde,Cabo Verde,Cap-Vert,http://www.minedu.gov.cv/,,"15.1111,-23.6167",15.1111,-23.6167
Department Of Meteorology,Cambodia,Cambodia,Cambodge,http://mbodiameteo.com,,"11.5500,104.9167",11.55,104.9167
National Institute Of Statistics,Cambodia,Cambodia,Cambodge,http://nis.gov.kh,,"11.5500,104.9167",11.55,104.9167
African Development Bank Group Open Data,Cameroon,Cameroon,Cameroun,http://cameroon.opendataforafrica.org/,,"3.8667,11.5167",3.8667,11.5167
Datacatalogs.org,Open Knowledge Foundation Deutschland E.v.,Cameroon,Cameroun,http://datacatalogs.org/,DataCatalogs.org aims to be the most comprehensive list of open data catalogs in the world. It is curated by a group of open data experts from around the world.,"2.5076682,13.2850542",2.5076682,13.2850542
Administrative Map,Cameroon,Cameroon,Cameroun,http://minatd.cm/gov/site/en/le-ministere/a-propos/carte-administrative,,"3.8667,11.5167",3.8667,11.5167
Institut National De La Statistique,Cameroon,Cameroon,Cameroun,http://statistics-cameroon.org,,"3.8667,11.5167",3.8667,11.5167
Alberta Geological Survey,Canada,Canada,Canada,http://ags.gov.ab.ca,,"55.0000,-115.0000",55,-115
Winnipeg Transit Api,Canada,Canada,Canada,http://api.winnipegtransit.com/home/api,,"49.8994,-97.1392",49.8994,-97.1392
New Brunswick Geonb,Canada,Canada,Canada,http://b.ca/geonb1/e/dc/catalogue-e.asp,,"46.0000,-66.0000",46,-66
"Ariel Photos Of Banff, Ab",Canada,Canada,Canada,http://banff.ca/index.aspx?nid=885,,"51.1781,-115.5719",51.1781,-115.5719
"Brampton, On Open Data",Canada,Canada,Canada,http://brampton.ca/en/city-hall/opengov/,,"43.6833,-79.7667",43.6833,-79.7667
"Calgary, Alberta",City Of Calgary,Canada,Canada,http://calgaryonlinestore.com/publicdata.asp,Uses its [own license](http://calgaryonlinestore.com/support/term.asp). See the [ideas forum](http://cityofcalgary.uservoice.com/).,"51.050112282,-114.085285152",51.05011228,-114.0852852
"Chatham-kent, On",Canada,Canada,Canada,http://chatham-kent.ca/sp_training/opendata/pages/datacatalogue.aspx,,"42.4000,-82.1833",42.4,-82.1833
"Chilliwack, Bc",Canada,Canada,Canada,http://chilliwack.com/main/page.cfm?id=2329,,"49.1577,-121.9509",49.1577,-121.9509
"Kingston, On - Data Catalogue",Canada,Canada,Canada,http://cityofkingston.ca/explore/data-catalogue,,"44.2333,-76.5000",44.2333,-76.5
"Windsor, On Open Data",Canada,Canada,Canada,http://citywindsor.ca/opendata,,"42.2833,-83.0000",42.2833,-83
